movie_info,tomatometer_status
"From ancient Japan's most enduring tale, the epic 3D fantasy-adventure 47 Ronin is born. Keanu Reeves leads the cast as Kai, an outcast who joins Oishi (Hiroyuki Sanada), the leader of 47 outcast samurai. Together they seek vengeance upon the treacherous overlord who killed their master and banished their kind. To restore honor to their homeland, the warriors embark upon a quest that challenges them with a series of trials that would destroy ordinary warriors. 47 Ronin is helmed by visionary director Carl Erik Rinsch (The Gift). Inspired by styles as diverse as Miyazaki and Hokusai, Rinsch will bring to life the stunning landscapes and enormous battles that will display the timeless Ronin story to global audiences in a way that's never been seen before. -- (C) Universal",Rotten
"5 Days of War is an action-packed international thriller from acclaimed director, Renny Harlin. Based on true events, this intense film is a vivid account of a renegade American journalist, his cameraman and a local woman caught behind enemy lines, and determined to not only survive, but tell the world what was happening, during the swift but devastating 5-day war between Russian and the Georgian Republic in 2008. -- (C) Anchor Bay",Rotten
"Re-teaming Adam Sandler with Drew Barrymore, his co-star from The Wedding Singer, as well as Peter Segal, his director on Anger Management, Fifty First Dates finds the funnyman playing veterinarian Henry Roth. More than content with a life of one-night-stands, Henry decides to give up his noncommittal lifestyle when he meets and falls for Lucy (Barrymore). However, when he discovers that Lucy has no short term memory, Henry finds himself having to win her heart again with every new day. Sean Astin and Rob Schneider also star. ~ Matthew Tobey, Rovi",Rotten
"A misfit group of New Mexico cowboys find themselves on the journey of a lifetime when their crooked-footed racehorse qualifies for the Kentucky Derby. Based on the inspiring true story of Mine That Bird, the cowboys face a series of mishaps on their way to Churchill Downs, becoming the ultimate underdogs in a final showdown with the world's racing elite. (C) Official Site",Rotten
"Inspired by a true story, 50/50 is an original story about friendship, love, survival and finding humor in unlikely places. Joseph Gordon-Levitt and Seth Rogen star as best friends whose lives are changed by a cancer diagnosis in this new comedy directed by Jonathan Levine from a script by Will Reiser. 50/50 is the story of a guy's transformative and, yes, sometimes funny journey to health - drawing its emotional core from Will Reiser's own experience with cancer and reminding us that friendship and love, no matter what bizarre turns they take, are the greatest healers. -- (C) Summit Entertainment",Fresh
"Documentary filmmaker Doug Block had every reason to believe his parents' 54-year marriage was a good one. But when his mother dies unexpectedly and his father swiftly marries his former secretary, he discovers two parents who are far more complex and troubled than he ever imagined.",Fresh
"Mark Christopher wrote and directed this look back at the Disco Era when the popular Studio 54 was at its apogee in the late '70s. With obvious comparisons to Paul Thomas Anderson's Boogie Nights (1997) and Whit Stillman's The Last Days of Disco (1998), the story introduces working-class 19-year-old Irish-American Shane O'Shea (Ryan Phillippe), who has lived with his father and siblings since the death of his mother when he was 12. Shane quickly rises from busboy to bartender at Studio 54, co-owned and managed in a paternal manner by entrepreneur Steve Rubell (Mike Myers). Busboy Greg Randazzo (Breckin Meyer) and Greg's wife, Anita (Salma Hayek), the club's coat check girl, become Shane's new friends, and he encounters the possibility of romance with soap star Julie Black (Neve Campbell). The story spans the summer of 1979 until the decline of Studio 54 a year later with IRS investigations, followed by the arrest and jailing of Rubell. Costumes by Ellen Lutter capture the glitter and glam-glitz of the period. ~ Bhob Stewart, Rovi",Rotten
"In this macabre farce, a baggage switch at a busy airport results in headaches for the med student who inadvertently takes a gangster's carry-on bag and discovers that it is filled with the heads of eight prominent L.A. gangsters.",Rotten
"No matter whom we are, no matter where we live, we're all bound by borders. Many of us are content to live within these borders--others are simply forced to exist within them. But some of us need to break out, burst through, even if what is on the other side is both frightening and unknown. From this comes the tale of one young man's dilemma as he navigates his way through his colliding worlds. Set against Detroit's hip-hop scene in 1995, the story centers on Jimmy Smith Jr., a young white rapper, who struggles to find his voice. The people of Detroit know '8 Mile' as the city limit or a border. It is also a psychological dividing line that separates Jimmy from where and who he wants to be, as he struggles to find the strength and courage to transcend his boundaries.",Fresh
"Jon Avnet directs Al Pacino in the thriller 88 Minutes. Pacino plays university professor Jack Gramm, who occasionally assists the FBI in matters of forensic psychiatry. His recent testimony against a freshly convicted criminal seems to be the reason he has gotten a scary phone call informing him he will die in 88 minutes. As with the like-minded thriller D.O.A. (both the original and the remake), the protagonist must use his skills in order to track down who has hatched this evil plot and hopefully prevent his own demise. Alicia Witt and Leelee Sobieski co-star as the professor's star students.",Rotten
"""8: THE MORMON PROPOSITION"" exposes the Mormon Church's historic involvement in the promotion and passage of California's Proposition 8 and the religion's ongoing campaign against gay rights. The film takes place in California and Utah as Mormons, following their prophet's call to action, wage spiritual warfare with money and misinformation against gay citizens, doing everything they can to deny them of marriage and the rights that come with it. ""8: THE MORMON PROPOSITION"" opens in theaters on June 18th, 2010, two years after the first gay marriages took place in California (June 17th, 2008). -- (C) Official Site",Fresh
"Tom Welles is a surveillance specialist-what used to be known as a ""private eye""-but his version of the profession is hardly the stuff of which legends are made. He has a modest, home-based practice in Harrisburg, Pennsylvania, where he lives an existence remarkable only for its normalcy with wife Amy and baby daughter, Cindy. Respected but still waiting for a big break that will improve his professional status, Welles spends most of his time on routine cases involving unfaithful spouses and the like. Nothing too dangerous, nor too threatening... until a small, innocuous-looking plastic reel of film turns Welles' life upside down, sending him down a sordid and terrifying path into society's darkest corners. From the lurid sidewalks of L.A.'s Hollywood Boulevard to the squalor of New York City's meat-packing district, Eight Millimeter follows Welles as he relentlessly pursues a bizarre trail of graphic and disturbing evidence to determine the fate of a complete stranger-a girl who begins to haunt his imagination and conscience. Aided in his obsession by a streetwise adult bookstore clerk, Max (Joaquin Phoenix), Welles drifts away from his wife, family and former life. What Welles learns is beyond his worst nightmares, as he comes to realize how deadly a small reel of eight millimeter film can be.",Rotten
